qid1	token	tfidf
22842743	variable	4.0506530885976755
22842743	mac	6.12843040218114
22842743	osx	7.49294531803699
362384	java	1.8785206956897553
362384	read	3.699819074152322
362384	integers	6.127971791762645
362384	little	5.0616654652090345
362384	endian	16.020751178095573
362384	big	5.585732807882387
7821361	write	3.8903104385224965
7821361	pagination	8.360189442606572
7821361	logic	5.279495612307449
3880993	h	0
3880993	datatable	8.101777752454906
3880993	inside	4.171571238636155
3880993	ui	5.676361879080209
3880993	repeat	6.9228689167921855
3880993	get	2.5968621982790188
3880993	correct	4.209620742667303
3880993	id	4.686814175028601
3607858	convert	4.422681976414816
3607858	rgb	7.4421907683872615
3607858	color	5.654421045118477
3607858	value	3.3370683193414052
3607858	hexadecimal	7.6777835038780395
15030725	java	1.8785206956897553
15030725	lang	4.334837751871423
15030725	unsupportedclassversionerror	9.10598035665194
15030725	com	5.213424899530074
15030725	mysite	0
15030725	folders	13.583503206451661
15030725	unsupported	7.5220912791177925
15030725	major	6.734642661273492
15030725	minor	7.100127171629593
15030725	version	4.1348541055603105
17522022	jtextpane	7.487573774235079
17522022	bullet	8.473176305999463
17522022	htmleditorkit	9.484777217677943
17522022	list	3.625266361052866
17522022	rendering	6.801595083153746
17522022	correctly	4.801063422812141
17522022	unless	5.3878045330495725
17522022	settext	7.234871420679325
17522022	gettext	7.660652463947856
17522022	repaint	6.823414130548386
3431326	difficult	6.297989707361243
3431326	make	3.2357931187452116
3431326	mainly	7.255895320471032
3431326	stateless	7.5674676834558445
3431326	web	4.103425670958293
3431326	application	3.4151340474010285
3431326	wicket	7.910148709909704
37510411	download	5.415075927158233
37510411	image	4.566815232111628
37510411	bitmap	7.2170015293497585
37510411	file	2.8771673214517413
37510411	android	3.9805160018734465
948194	difference	4.786931899523532
948194	java	1.8785206956897553
948194	enumeration	7.915613204381782
948194	iterator	6.355595791723169
12216853	semantics	7.395515629817131
12216853	thread	4.05335618154479
12216853	currentthread	8.431015495175185
12216853	multicore	9.610817938573309
12216853	multi	6.182625052569141
12216853	processor	6.928978915433763
12216853	systems	6.612849361441037
21601466	get	2.5968621982790188
21601466	pid	7.733291647587828
21601466	running	4.082099835805663
21601466	application	3.4151340474010285
21601466	windows	4.762057941525236
41524479	difference	4.786931899523532
41524479	binding	6.4390024316380545
41524479	dispatching	8.25099015064158
41524479	java	1.8785206956897553
13290101	java	1.8785206956897553
13290101	launch	6.132106876910448
13290101	windows	4.762057941525236
13290101	uac	9.864266839382847
28899094	java	1.8785206956897553
28899094	swing	5.0214434928128595
28899094	clickable	8.145629634983754
28899094	jfree	9.180781569734638
28899094	charts	16.843766023223825
28899094	clicked	6.434008663457567
28899094	bar	5.923805898634167
28899094	chart	14.302203075227732
28899094	pie	9.011489513231018
28899094	open	4.6553062554818885
28899094	new	6.476015354368454
28899094	frame	5.741795916854417
37055794	collectors	7.96907178290655
37055794	always	4.195978696139114
37055794	return	3.8725619365472324
37055794	hashset	7.024289095238089
37055794	contract	6.937184089672949
11738070	hadoop	7.311222384427628
11738070	cannot	4.027826751171789
11738070	use	2.218391014198033
11738070	jps	8.831903936255937
11738070	command	4.500900264812294
9223833	java	1.8785206956897553
9223833	unparseable	8.746606355744042
9223833	date	4.685296230467376
9223833	exception	3.8413315773056134
5100250	extended	6.698305054799929
5100250	ascii	6.777604594517092
5100250	work	3.2190758448708676
5100250	console	5.214160058541314
6714045	resize	6.862781913339406
6714045	jlabel	6.355595791723169
6714045	imageicon	7.658531572378719
23448875	impact	7.382570465225094
23448875	changes	4.940363241110924
23448875	singleton	6.271178449910586
23448875	class	2.532413437836977
23448875	loaded	5.573017404776649
23448875	different	3.638414502707725
23448875	classloaders	8.149083869851841
24536332	initialize	5.680749775545628
24536332	final	4.924962312358105
24536332	variable	4.0506530885976755
24536332	constructor	4.514141887640528
3426314	creating	4.385713422531877
3426314	shortcut	7.667042262046627
3426314	links	6.1511639258656565
3426314	lnk	10.26016249647486
3426314	java	1.8785206956897553
31615298	java	1.8785206956897553
31615298	byte	5.024937078807115
31615298	string	6.210424748345624
31615298	working	3.7907350082209463
31615298	assigned	6.292569639891903
21263022	accessing	6.087975447488826
21263022	outer	6.63925602594713
21263022	inner	11.247541073373633
21263022	class	5.064826875673954
4775618	httpclient	6.717134919373487
4775618	release	5.896881904622034
4775618	connection	4.790416014299293
2475682	profiling	7.71519160594421
2475682	java	1.8785206956897553
2475682	spring	3.989984546897858
2475682	application	3.4151340474010285
35997541	getting	3.856493695635666
35997541	org	4.9367344862567215
35997541	hibernate	4.590281573494341
35997541	lazyinitializationexception	8.697516745547519
35997541	exceptions	5.60267097328779
35997541	retrieving	7.014227523492654
35997541	items	5.589739758615541
35997541	second	4.185144926548597
35997541	level	5.000289002042112
35997541	ehcache	8.37309284744248
26490967	configure	5.458016745305712
26490967	hikaricp	9.200390041123015
26490967	spring	3.989984546897858
26490967	boot	5.935084213671875
26490967	app	4.141499064815565
26490967	application	3.4151340474010285
26490967	properties	4.647347264887277
26490967	files	3.949984511715265
29739372	default	4.14932887055486
29739372	constructor	4.514141887640528
29739372	java	1.8785206956897553
36013468	hibernate	4.590281573494341
36013468	saving	6.447801985589903
36013468	parent	5.40679384288412
36013468	ids	6.900779665245712
36013468	onetomany	7.635493904311701
36013468	children	6.882087532233559
23563005	nothing	4.769455380295947
23563005	happening	5.741795916854417
23563005	reading	4.755295644565729
23563005	accdb	10.054310442270712
23563005	database	4.274572312559479
46558100	closing	6.406374114044146
46558100	resources	5.213608638621083
46558100	important	5.506326030277976
46558100	finalize	8.098482856558052
8008558	set	3.354924669331477
8008558	location	5.291341752811611
8008558	jvm	4.846477707929973
8008558	crash	6.925919249609808
8008558	log	4.817621107763558
8008558	files	3.949984511715265
10161840	eclipse	4.07925892480406
10161840	change	3.6505822441815923
10161840	name	3.76796595243472
10161840	existing	5.253152814593663
10161840	package	4.61896489701028
10161840	classes	3.8513513258954135
10161840	inside	4.171571238636155
30763895	use	2.218391014198033
30763895	wild	8.37309284744248
30763895	card	6.855162828862967
30763895	capture	6.620323237785565
30763895	helper	6.869496566865047
30763895	method	2.6262121828865777
2902618	usage	5.633230818705257
2902618	native	5.461777915701073
2902618	java	1.8785206956897553
39141962	streaming	7.459402897268383
39141962	pdf	6.083141335679886
39141962	file	2.8771673214517413
39141962	jax	6.544502019683282
39141962	rs	6.642318815477676
39141962	response	4.984821359203276
39141962	unauthorized	8.600574800355288
39141962	url	4.762291941760304
6283455	need	2.652511431511507
6283455	free	5.794254377820277
6283455	tools	5.762895739148708
6283455	create	3.231682481137649
6283455	exe	6.202679527556918
6283455	file	2.8771673214517413
6283455	java	1.8785206956897553
7107972	java	1.8785206956897553
7107972	default	4.14932887055486
7107972	locale	6.781122628048771
30696992	java	1.8785206956897553
30696992	add	3.326377520104692
30696992	icon	6.381844017798105
35090906	mongodb	6.974964028675587
35090906	java	1.8785206956897553
35090906	driver	5.703582494653535
35090906	catch	5.399022070669669
35090906	exception	3.8413315773056134
35090906	authenticate	7.321756718112588
12386948	detect	6.270649489305817
12386948	devices	6.971760608958049
12386948	connected	6.485760868922762
12386948	wifi	7.980699820901669
12386948	network	5.8433894290426185
12386948	android	3.9805160018734465
12386948	app	4.141499064815565
14499058	java	1.8785206956897553
14499058	memory	4.6442229132517925
14499058	leak	6.962211464778196
8277834	set	3.354924669331477
8277834	jframe	5.445889731015172
8277834	size	4.4629764202849165
8277834	fit	6.406979991069647
8277834	cardlayout	8.235780731978052
8277834	displayed	5.933573068692205
8277834	jpanel	5.618522630705377
35824322	create	3.231682481137649
35824322	java	1.8785206956897553
35824322	ast	8.310179022031912
35824322	antlr	8.016417903503749
35824322	programmatically	6.543806851076906
26267272	configuring	7.31272051204865
26267272	create	3.231682481137649
26267272	hibernate	4.590281573494341
26267272	mappings	7.28172172003093
26267272	mysql	5.458720888041061
26267272	database	4.274572312559479
19491675	failed	5.716867714204857
19491675	change	3.6505822441815923
19491675	locale	6.781122628048771
19491675	db	10.782181533400783
19491675	data	6.89808798223875
19491675	controller	5.368096261155953
19491675	databases	6.991136887921188
19491675	en	7.631361667026791
19491675	us	5.793597778978565
13253624	supply	7.125911288785308
13253624	enum	5.753077766381079
13253624	value	3.3370683193414052
13253624	annotation	4.979427366972063
13253624	constant	6.020275628962102
13253624	java	1.8785206956897553
27654629	java	1.8785206956897553
27654629	lang	4.334837751871423
27654629	noclassdeffounderror	6.942346723751756
27654629	org	4.9367344862567215
27654629	apache	4.914143993907494
27654629	commons	6.150694772678539
27654629	io	5.837885459179682
27654629	output	3.9094762511615704
23659408	set	3.354924669331477
23659408	location	5.291341752811611
23659408	junit	5.757183251383316
23659408	environment	5.2816569256549295
23659408	variable	4.0506530885976755
1078689	take	4.27284941191793
1078689	single	4.451162373508744
1078689	snapshots	8.910235779525845
1078689	webcam	8.804875263868018
21864521	java	3.7570413913795107
21864521	lang	4.334837751871423
21864521	org	4.9367344862567215
21864521	apache	4.914143993907494
21864521	http	5.042590465337807
21864521	message	4.5343390052275
21864521	instance	3.9776287625261397
21864521	mashape	0
21864521	unirest	10.557414019942792
21864521	application	3.4151340474010285
20253684	coldfusion	8.947976107508692
20253684	garbage	6.0670505340645775
20253684	collection	4.983360651961375
24447451	related	5.189642349922381
24447451	jobs	7.374564017331354
15185338	java	1.8785206956897553
15185338	detect	6.270649489305817
15185338	string	3.105212374172812
15185338	unicode	6.716308814411182
15185338	escaped	7.498345871216991
7652231	change	3.6505822441815923
7652231	property	4.815520915503549
7652231	name	3.76796595243472
7652231	flexjson	9.552830680922959
7353310	synchronous	8.184298776142908
7353310	rpc	7.784825297703011
7353310	calls	4.900346940202133
7353310	gwt	6.4818341623065905
6185966	converting	5.826289149148998
6185966	date	4.685296230467376
6185966	object	6.319233681986558
6185966	calendar	6.222640270119456
3555302	catch	5.399022070669669
3555302	exceptions	5.60267097328779
3555302	futuretask	8.454218392254848
841231	fixing	7.612975040776352
841231	spring	3.989984546897858
841231	proxy	6.237365085544808
841231	cast	5.4909317128274235
841231	non	4.700910458268927
841231	singleton	6.271178449910586
841231	bean	5.129081049302737
44287635	versus	7.904713913923747
44287635	matchers	8.29005761883249
44287635	mockito	6.727101779288879
16335591	spring	3.989984546897858
16335591	mvc	5.71595627558791
16335591	json	4.762057941525236
16335591	acceptable	7.182192124683898
44247260	including	5.511758142400861
44247260	elements	4.79029567011478
44247260	unmodified	9.396669950167675
44247260	lists	11.864882413317043
44247260	modified	5.8660661377136485
44247260	d	0
44247260	list	3.625266361052866
44247260	streams	6.311669811265323
22859375	htmlunit	8.270333113484712
22859375	wait	5.581476350272233
22859375	javascript	5.707489336587527
30941479	noclassdeffounderror	6.942346723751756
30941479	sometimes	5.742731224794776
30941479	standard	5.076134276328951
30941479	class	2.532413437836977
30941479	system	4.115180122810239
30941479	close	5.140288502323126
5429242	making	4.9047898960129155
5429242	epub	9.656627474604603
5429242	java	1.8785206956897553
5429242	api	4.173257907865079
7604814	best	4.447739178039263
7604814	way	2.8885474230074775
7604814	format	4.6442229132517925
7604814	multiple	4.371205396042298
7604814	conditions	6.442136248054226
7604814	statement	4.7756026983896325
7604814	java	1.8785206956897553
38830722	format	4.6442229132517925
38830722	java	3.7570413913795107
38830722	time	6.699393217599504
38830722	localdatetime	7.995427627611912
38830722	localdate	7.612975040776352
38830722	pattern	4.975944054306326
4138364	java	1.8785206956897553
4138364	convert	4.422681976414816
4138364	list	3.625266361052866
4138364	map	4.509496435919809
34684251	jsch	7.565535315704791
34684251	exception	3.8413315773056134
34684251	host	6.176349386305102
34684251	key	4.434752533696961
34684251	known	5.932441206658521
34684251	hosts	7.934977571563573
34684251	adding	4.525989388113651
34684251	jce	8.05031945517943
7230977	debugging	6.178276169174802
7230977	clojure	8.004369564987574
7230977	functions	5.596453896903676
7230977	invoked	6.149757126102576
7230977	java	1.8785206956897553
7230977	code	2.25689496707693
7230977	eclipse	4.07925892480406
41388332	thymeleaf	8.2170885989659
41388332	spring	3.989984546897858
41388332	boot	5.935084213671875
41388332	security	5.225624681154596
41388332	integration	6.4864168217176825
41388332	work	3.2190758448708676
5210147	reading	4.755295644565729
5210147	wav	7.910148709909704
5210147	file	2.8771673214517413
5210147	java	1.8785206956897553
30053946	arrays	10.444194681273256
30053946	sort	5.082077591550622
30053946	function	4.216308827046707
30053946	behavior	5.431848759172559
25342872	possible	3.7755272608396084
25342872	make	3.2357931187452116
25342872	java	1.8785206956897553
25342872	timer	6.280213855520185
25342872	better	4.179445038872567
25342872	ms	6.619573331488705
25342872	resolution	6.995494193290144
10120709	difference	4.786931899523532
10120709	printstacktrace	7.877974352881847
10120709	tostring	5.741795916854417
9575116	forward	6.340738375566404
9575116	slash	7.669181300295377
9575116	java	1.8785206956897553
9575116	regex	5.397033339487194
36768707	avoid	4.979427366972063
36768707	generics	5.868539200270684
36768707	warnings	6.8410316469392285
36768707	using	2.270098541959747
36768707	raw	6.3188581197959905
36768707	types	4.821462262353199
36768707	static	4.388447202476804
36768707	field	4.491216695912246
36768707	return	3.8725619365472324
36768707	type	3.5272028792972696
3580715	difference	4.786931899523532
3580715	step	11.11884484829873
3580715	eclipse	4.07925892480406
3580715	debugger	6.758473576266383
9553058	scalable	8.633727007672189
9553058	solution	3.9009841583129297
9553058	rock	8.947976107508692
9553058	paper	7.710717325549289
9553058	scissor	10.557414019942792
41883028	java	1.8785206956897553
41883028	download	5.415075927158233
41883028	image	4.566815232111628
41883028	url	4.762291941760304
34846823	org	4.9367344862567215
34846823	json	4.762057941525236
34846823	jsonexception	8.668016081150821
34846823	value	3.3370683193414052
30701914	fetch	6.228707022801693
30701914	specific	4.395152401892809
30701914	nodes	6.133028111429769
30701914	xml	3.6954208021573587
30701914	using	2.270098541959747
30701914	xpath	6.767124149242392
30701914	java	1.8785206956897553
29630371	jackson	6.073542658143589
29630371	ignore	6.0892979074567455
29630371	properties	4.647347264887277
29630371	superclass	6.490361600008699
29630371	external	5.548575210353818
29630371	library	4.299893805135359
9453109	using	2.270098541959747
9453109	jndi	6.939245946073508
9453109	share	6.005969233310863
9453109	servlet	4.948224033974859
9453109	session	5.3500318022347155
9453109	objects	4.045325852742566
9453109	data	3.449043991119375
9453109	tomcat	4.972472833001907
12244639	spring	3.989984546897858
12244639	mvc	5.71595627558791
12244639	nested	5.856234597847878
12244639	model	5.156991430457602
12244639	validation	6.246614894557278
44039070	object	3.159616840993279
44039070	finalize	8.098482856558052
44039070	output	3.9094762511615704
29388937	problems	4.925237718584027
29388937	resteasy	8.019452807198903
29388937	corsfilter	10.319002996497794
5321906	find	3.521806908082721
5321906	jar	4.0639511569023075
5321906	java	1.8785206956897553
5321906	rmi	6.985716820451849
5321906	package	4.61896489701028
30278780	handling	5.827646461878587
30278780	final	4.924962312358105
30278780	jvm	4.846477707929973
27283334	tell	4.7875317435820675
27283334	installed	5.520461417529162
27283334	java	1.8785206956897553
27283334	jdk	4.9451284918941365
27283334	jre	5.680749775545628
34429124	use	2.218391014198033
34429124	split	5.522211199252951
34429124	method	2.6262121828865777
34429124	stringbuilder	6.866613335650962
34429124	together	5.7199118565860845
34429124	class	2.532413437836977
4931854	converting	5.826289149148998
4931854	char	5.911175715879179
4931854	array	7.576692521469097
4931854	byte	5.024937078807115
4931854	back	4.545864080090683
6335788	jsoup	7.084492457482191
6335788	android	3.9805160018734465
6335788	throws	5.305341981485001
6335788	exception	3.8413315773056134
6335788	string	3.105212374172812
6335788	isempty	8.184298776142908
4243513	preparedstatement	7.18879280871525
4243513	requires	5.523964048080365
18463848	tell	4.7875317435820675
18463848	random	5.524214706058867
18463848	string	3.105212374172812
18463848	email	6.293110326577149
18463848	address	5.527730530875842
18463848	something	3.337997255776064
18463848	else	4.74408748517476
11752651	host	6.176349386305102
11752651	java	1.8785206956897553
11752651	web	4.103425670958293
11752651	service	4.637280239906325
11752651	iis	8.785072636571838
3737992	noclassdeffounderror	6.942346723751756
3737992	org	4.9367344862567215
3737992	j	0
3737992	impl	7.291948251814762
3737992	staticloggerbinder	9.704636693790963
22645787	returning	5.507804591414761
22645787	time	3.349696608799752
22645787	minutes	6.402746540537711
18573411	tomcat	4.972472833001907
18573411	thread	4.05335618154479
18573411	dump	6.842904306662521
13941236	swingworker	7.480456306466215
13941236	exceptions	5.60267097328779
13941236	lost	6.474026705601113
13941236	even	3.8952642216131914
13941236	using	2.270098541959747
13941236	wrapper	6.041495480713547
13941236	classes	3.8513513258954135
7396878	java	1.8785206956897553
7396878	jframe	5.445889731015172
7396878	heavy	7.293417759794122
7396878	weight	14.936242696616528
7396878	component	10.348662773534091
7396878	light	7.064409089027514
5093432	multiple	4.371205396042298
5093432	properties	4.647347264887277
5093432	files	3.949984511715265
2939073	java	1.8785206956897553
2939073	io	5.837885459179682
2939073	streamcorruptedexception	9.24079957946089
2939073	invalid	5.947639067567953
2939073	stream	5.07629444290253
2939073	header	5.708996041709089
2939073	e	0
44912	java	1.8785206956897553
44912	delegates	7.819058469345253
8312909	java	1.8785206956897553
8312909	create	3.231682481137649
8312909	jar	4.0639511569023075
8312909	executable	6.519775485214992
8312909	dependant	8.971323471505682
8312909	jars	5.712924132573485
8312909	embedded	6.277547898196066
10046056	java	1.8785206956897553
10046056	extending	6.40033544835098
10046056	class	2.532413437836977
10046056	runtime	4.871873852054681
13983403	classcastexception	6.939245946073508
13983403	datasource	6.660895201050611
13983403	cannot	4.027826751171789
13983403	cast	5.4909317128274235
13983403	javax	5.547548252625565
13983403	sql	5.0961931824579025
7155608	executorservice	7.143477612503207
7155608	slow	6.3227502570418945
7155608	multi	6.182625052569141
7155608	thread	4.05335618154479
7155608	performance	5.15838152625052
13707223	write	3.8903104385224965
13707223	array	3.7883462607345484
13707223	file	2.8771673214517413
13707223	java	1.8785206956897553
7674877	get	2.5968621982790188
7674877	frequency	7.625195152111127
7674877	fft	9.070578429601024
7674877	result	4.094324562422098
6810158	java	1.8785206956897553
6810158	hibernate	4.590281573494341
6810158	write	3.8903104385224965
6810158	operations	5.528233802149675
6810158	allowed	5.829005619410279
6810158	read	3.699819074152322
6810158	mode	5.8074777109949665
33424865	read	3.699819074152322
33424865	pipe	7.704043218461596
33424865	delimited	8.191493051776936
33424865	line	3.74642382477858
33424865	file	2.8771673214517413
33424865	splitting	7.212922665774937
33424865	integers	6.127971791762645
33424865	two	3.4765461232520103
33424865	different	3.638414502707725
33424865	arraylist	4.7425948618997635
14217911	jtextpane	7.487573774235079
14217911	wrapping	6.999870567889943
14217911	text	4.1559434084410585
7846518	says	4.986577029003185
7846518	cannot	4.027826751171789
7846518	refer	5.667643428040328
7846518	non	4.700910458268927
7846518	final	4.924962312358105
7846518	variable	4.0506530885976755
7846518	inside	4.171571238636155
7846518	inner	5.623770536686816
7846518	class	2.532413437836977
7846518	defined	4.803865056899991
7846518	different	3.638414502707725
7846518	method	2.6262121828865777
5853343	reduce	6.348139491046714
5853343	cyclomatic	9.34960243930969
5853343	complexity	6.6926438993651916
42974472	jwt	8.791630037117997
42974472	issuing	8.940313234763122
42974472	token	6.424712036228598
4385373	jca	8.963480294044658
4385373	sample	5.126046145607583
4385373	implementations	5.786077717383031
2887607	java	1.8785206956897553
2887607	find	3.521806908082721
2887607	caller	6.849486370858162
2887607	class	2.532413437836977
14234619	illegalmonitorstateexception	8.866750667586105
14234619	notify	6.753318925677718
14234619	wait	5.581476350272233
20700053	add	3.326377520104692
20700053	local	4.944145552827423
20700053	jar	4.0639511569023075
20700053	file	5.7543346429034825
20700053	dependency	5.248384997799827
20700053	build	4.390058806371146
20700053	gradle	6.040654791298754
21300960	trying	3.2825880208398024
21300960	make	3.2357931187452116
21300960	checkerboard	9.772459290129724
4797079	import	5.220615858884185
4797079	com	5.213424899530074
4797079	sun	5.783800182642232
4797079	javadoc	5.761941388829733
4797079	eclipse	4.07925892480406
28031784	java	1.8785206956897553
28031784	error	3.176103733024332
28031784	attribute	5.358492089584106
28031784	value	3.3370683193414052
28031784	must	4.223383205234504
28031784	constant	6.020275628962102
9025196	use	2.218391014198033
9025196	jpa	5.381047014147033
9025196	criteria	6.666378959406868
9025196	api	4.173257907865079
9025196	joining	8.473176305999463
9025196	many	4.266699946704206
9025196	tables	6.0248145267895366
2199399	storing	6.183594044893022
2199399	enumset	8.662218963466495
2199399	database	4.274572312559479
20829228	shutdown	6.84760135616239
20829228	hook	7.569403792482712
20829228	vs	5.934706213289373
20829228	finalizer	8.831903936255937
20829228	method	2.6262121828865777
18041591	unwrap	9.152071463852208
18041591	serialize	6.53343689987081
18041591	java	3.7570413913795107
18041591	map	4.509496435919809
18041591	using	2.270098541959747
18041591	jackson	6.073542658143589
15120089	convert	4.422681976414816
15120089	arraylist	4.7425948618997635
15120089	array	3.7883462607345484
15120089	throws	5.305341981485001
15120089	java	1.8785206956897553
15120089	lang	4.334837751871423
2737285	way	2.8885474230074775
2737285	obtain	6.306175291947683
2737285	bytecode	6.572712635170519
2737285	class	2.532413437836977
2737285	runtime	4.871873852054681
5839152	system	8.230360245620478
5839152	nanotime	8.262550973042657
5839152	currenttimemillis	8.02249694958013
5839152	drift	10.41431317630212
5839152	apart	6.972827275725852
5839152	rapidly	9.315700887634009
29223234	would	2.7968978083858227
29223234	compiler	4.926615888592681
29223234	choose	5.654706637009609
29223234	stringbuffer	7.660652463947856
29223234	stringbuilder	6.866613335650962
29223234	string	3.105212374172812
29223234	concatenation	7.52765199780249
7124448	java	1.8785206956897553
7124448	math	6.3227502570418945
7124448	work	3.2190758448708676
10378855	java	1.8785206956897553
10378855	io	5.837885459179682
10378855	local	4.944145552827423
10378855	class	2.532413437836977
10378855	incompatible	7.267291455201901
11612541	selenium	6.417336464993809
11612541	webdriver	7.103770162908094
11612541	two	3.4765461232520103
11612541	part	4.26962695218497
11612541	fail	5.847883818630458
11612541	test	4.011456675143632
11612541	assertequals	8.52724352726974
11612541	failure	6.650017082903428
11612541	verify	6.184078893387369
11612541	element	4.6624815527012045
11612541	present	5.729408022295174
5440039	compare	5.414177252642571
5440039	two	3.4765461232520103
5440039	byte	5.024937078807115
5440039	arrays	5.222097340636628
5440039	java	1.8785206956897553
20588736	shuffle	7.857085864934493
20588736	letters	6.695066185571786
20588736	word	5.6337901028361665
2511547	manually	5.373040912743973
2511547	deploy	5.98191033430317
2511547	web	4.103425670958293
2511547	service	4.637280239906325
2511547	tomcat	4.972472833001907
5551839	pass	4.445520368458554
5551839	data	3.449043991119375
5551839	filter	5.649010238809222
5551839	endpoint	6.881113348035716
5551839	jersey	5.975984976259595
38953016	java	1.8785206956897553
38953016	regex	5.397033339487194
38953016	matches	6.010443513705785
38953016	find	3.521806908082721
295060	embedding	8.177155888630528
295060	xulrunner	10.126631103850338
295060	application	3.4151340474010285
295060	java	1.8785206956897553
16184653	sorting	6.550780380034406
16184653	arraylist	9.485189723799527
16184653	string	3.105212374172812
16184653	java	1.8785206956897553
36495714	java	1.8785206956897553
36495714	make	3.2357931187452116
36495714	struts	6.678232120703888
36495714	radio	8.108400293215398
36495714	tag	5.546009790783659
36495714	create	3.231682481137649
36495714	vertical	7.335465996037621
36495714	list	3.625266361052866
36495714	ognl	9.10598035665194
36495714	way	2.8885474230074775
4662574	elevate	10.41431317630212
4662574	uac	9.864266839382847
4662574	permissions	6.849486370858162
4662574	java	1.8785206956897553
25758782	fire	7.152377861973471
25758782	button	4.697395130030609
25758782	onaction	9.864266839382847
25758782	enter	5.709901155664379
25758782	javafx	5.745229664570375
12986912	using	2.270098541959747
12986912	eclipse	4.07925892480406
12986912	properly	5.129756725004119
27900399	apache	4.914143993907494
27900399	java	1.8785206956897553
27900399	library	4.299893805135359
27900399	used	3.4591019561636864
27900399	transfer	6.895826708116863
27900399	file	2.8771673214517413
27900399	sftp	8.047189562170502
16196379	using	2.270098541959747
16196379	mouselistener	7.662777863260169
16196379	select	5.093745200819262
16196379	range	5.941151733234393
16196379	cells	6.9814018191504355
16196379	grid	6.908755779315721
42536366	solve	4.858000047672662
42536366	java	1.8785206956897553
42536366	lang	4.334837751871423
42536366	unsatisfiedlinkerror	8.322449114623726
42536366	find	3.521806908082721
42536366	dependent	6.52726615694415
42536366	libraries	5.175568901288983
42536366	without	3.785875053440135
42536366	system	4.115180122810239
15875013	extract	5.6786996942887376
15875013	ip	6.231245739575215
15875013	addresses	7.208860371766058
15875013	strings	4.8422858948691845
15875013	using	2.270098541959747
15875013	regex	5.397033339487194
16499228	creating	4.385713422531877
16499228	java	1.8785206956897553
16499228	date	4.685296230467376
16499228	object	3.159616840993279
16499228	year	6.342441469932076
16499228	month	6.410014894764802
16499228	day	5.789340363017848
9740704	dependency	5.248384997799827
9740704	injection	6.326098474455555
9740704	spring	3.989984546897858
12291058	sublime	9.361163261710766
12291058	text	4.1559434084410585
12291058	build	4.390058806371146
12291058	system	4.115180122810239
12291058	compile	4.719347231050491
12291058	run	3.462381534987153
12291058	java	1.8785206956897553
12291058	new	3.238007677184227
12291058	terminal	6.61210503688118
12291058	command	4.500900264812294
12291058	prompt	6.586396680170973
12291058	window	5.320562975495356
36277300	converting	5.826289149148998
36277300	signed	6.383026750047155
36277300	integer	4.730166676162777
36277300	unsigned	7.165231509376852
36277300	long	4.550492624697395
36277300	work	3.2190758448708676
6559859	possible	3.7755272608396084
6559859	change	3.6505822441815923
6559859	plain	6.164390382261574
6559859	socket	5.825611183021334
6559859	sslsocket	8.940313234763122
31522414	way	2.8885474230074775
31522414	know	3.2376000338664803
31522414	parameter	4.550682000704022
